year,dead_fuel_moisture_1000hr,dead_fuel_moisture_100hr,max_air_temperature,max_relative_humidity,min_air_temperature,min_relative_humidity,precipitation_amount,specific_humidity,surface_downwelling_shortwave_flux_in_air,SWE,wind_from_direction,wind_speed
2010,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7434372979011111,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.0022276021937965617,0.0009963212752912324
2011,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7788032386215701,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.002387181576140363,0.0009963212752912324
2012,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7881657218575885,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.008253887286287202,0.0009963212752912324
2013,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.8666518985747041,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.002076211753441455,0.0009963212752912324
2014,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.8190182928365655,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.002562718896718544,0.0009963212752912324
2015,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.8137882885531189,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.0009963212752912324,0.0009963212752912324
2016,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7554284642161938,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.0009963212752912324,0.0009963212752912324
2017,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7558231776454483,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.0009963212752912324,0.0009963212752912324
2018,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7995783744740179,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.0009963212752912324,0.0009963212752912324
2019,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7287706928264868,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.0009963212752912324,0.0009963212752912324
2020,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.8244803550069856,0.0009963212752912324,0.0009963212752912324,0.0170907418761496,0.0025695372780787542,0.0009963212752912324
2021,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7878977936050662,0.0009963212752912324,0.0009963212752912324,,0.0022259224108245215,0.0009963212752912324
2022,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.8289764662405618,0.0009963212752912324,0.0009963212752912324,,0.002162510603630011,0.0009963212752912324
2023,0.0009963212752912324,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.00030656039239730225,0.0009963212752912324,0.7315177679043867,0.0009963212752912324,0.0009963212752912324,,0.0020751618890839305,0.0009963212752912324
