OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,repeatID
1446,9902,FS-1437182,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,37.0,011,B6UR,MARTIN,,,,,,2006,7/8/2006,189,1820.0,Natural,Natural,,7/8/2006,189.0,2308.0,0.1,A,40.55194444,-120.91888889,USFS,CA,35,6035.0,Lassen County,533
1447,9903,FS-1437183,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,38.0,012,B6UR,BORROW,,,,,,2006,7/8/2006,189,1844.0,Natural,Natural,,7/8/2006,189.0,1846.0,0.1,A,40.55194444,-120.91888889,USFS,CA,35,6035.0,Lassen County,533
2507,15465,FS-1444444,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,52.0,015,5B6U,ALPINE,2006_CA-CZU-5731_ALPINE,,,,,2006,7/24/2006,205,900.0,Natural,Natural,,7/24/2006,205.0,1900.0,0.1,A,36.29666667,-118.59194444,USFS,CA,107,6107.0,Tulare County,457
2508,15467,FS-1444446,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,53.0,016,5B6U,GRANITE #1,,,,,,2006,7/24/2006,205,1000.0,Natural,Natural,,7/24/2006,205.0,1900.0,0.1,A,36.29666667,-118.59194444,USFS,CA,107,6107.0,Tulare County,457
2602,16030,FS-1445155,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,20.0,05,CQW6,GILMAN 2,,,,,,2006,6/17/2006,168,1313.0,Human,Equipment and vehicle use,,6/17/2006,168.0,1350.0,0.1,A,40.85138889,-122.335,USFS,CA,89,6089.0,Shasta County,97
2603,16043,FS-1445168,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,21.0,06,CQW6,GILMAN 3,,,,,,2006,6/17/2006,168,1313.0,Human,Equipment and vehicle use,,6/17/2006,168.0,1350.0,0.1,A,40.85138889,-122.335,USFS,CA,89,6089.0,Shasta County,97
2604,16046,FS-1445171,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,22.0,07,CQW6,GILMAN 4,,,,,,2006,6/17/2006,168,1313.0,Human,Equipment and vehicle use,,6/17/2006,168.0,1350.0,0.1,A,40.85138889,-122.335,USFS,CA,89,6089.0,Shasta County,97
2969,17884,FS-1447427,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,225.0,74,C66B,ROUSE 2,,,,,,2006,11/30/2006,334,715.0,Human,Arson/incendiarism,,11/30/2006,334.0,735.0,0.1,A,34.27222222,-117.13694444,USFS,CA,71,6071.0,San Bernardino County,506
2970,17885,FS-1447428,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,224.0,73,C66B,ROUSE,,,,,,2006,11/30/2006,334,630.0,Human,Arson/incendiarism,,11/30/2006,334.0,900.0,0.1,A,34.27222222,-117.13694444,USFS,CA,71,6071.0,San Bernardino County,506
3137,19107,FS-1449106,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,10.0,006,C65V,COYOTE,,,,,,2007,6/1/2007,152,1700.0,Natural,Natural,,6/1/2007,152.0,2100.0,0.1,A,40.70833333,-120.875,USFS,CA,35,6035.0,Lassen County,335
3138,19108,FS-1449107,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,11.0,007,C65V,OPDYKE,,,,,,2007,6/1/2007,152,1700.0,Natural,Natural,,6/1/2007,152.0,2100.0,0.1,A,40.70833333,-120.875,USFS,CA,35,6035.0,Lassen County,335
3221,19423,FS-1449538,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,4.0,003,C65U,COTTONWOOD #1,,,,,,2007,5/10/2007,130,930.0,Natural,Natural,,5/10/2007,130.0,1500.0,0.1,A,41.89305556,-122.67,USFS,CA,93,6093.0,Siskiyou County,325
3246,19529,FS-1449677,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,5.0,004,C65U,COTTONWOOD #2,,,,,,2007,5/10/2007,130,930.0,Natural,Natural,,5/10/2007,130.0,1500.0,0.1,A,41.89305556,-122.67,USFS,CA,93,6093.0,Siskiyou County,325
3992,23949,FS-1455030,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,91.0,TK-25,C65N,WAY,,,,,,2007,9/18/2007,261,1500.0,Human,Equipment and vehicle use,,9/18/2007,261.0,1515.0,0.1,A,39.41861111,-120.20305556,USFS,CA,57,6057.0,Nevada County,332
3995,23955,FS-1455038,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,90.0,TK-24,C65N,BY,,,,,,2007,9/18/2007,261,1500.0,Human,Equipment and vehicle use,,9/18/2007,261.0,1515.0,0.1,A,39.41861111,-120.20305556,USFS,CA,57,6057.0,Nevada County,332
5057,28914,FS-1461249,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,13.0,172,DZ9B,BSFMU04,,,,,,2008,6/21/2008,173,1648.0,Natural,Natural,,6/22/2008,174.0,1030.0,0.1,A,41.63888889,-120.8025,USFS,CA,49,6049.0,Modoc County,527
5058,28915,FS-1461250,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,14.0,173,DZ9B,BSFMU05,,,,,,2008,6/21/2008,173,1656.0,Natural,Natural,,6/22/2008,174.0,1030.0,0.1,A,41.63888889,-120.8025,USFS,CA,49,6049.0,Modoc County,527
5078,28961,FS-1461300,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,29.0,298,DZ9B,BSFMU07,,,,,,2008,7/21/2008,203,1830.0,Natural,Natural,,7/22/2008,204.0,1040.0,0.1,A,41.95833333,-120.96833333,USFS,CA,49,6049.0,Modoc County,413
5079,28965,FS-1461304,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,31.0,300,DZ9B,BSFMU09,,,,,,2008,7/21/2008,203,1830.0,Natural,Natural,,7/22/2008,204.0,1119.0,0.1,A,41.95833333,-120.96833333,USFS,CA,49,6049.0,Modoc County,413
5752,32496,FS-1473045,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,12.0,2,D8B2,PATRICK #1,,,,,,2008,6/18/2008,170,1515.0,Human,Missing data/not specified/undetermined,,6/18/2008,170.0,1540.0,0.1,A,41.87833333,-123.82944444,USFS,CA,15,6015.0,Del Norte County,248
5755,32499,FS-1473048,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,13.0,3,D8B3,PATRICK #2,,,,,,2008,6/18/2008,170,1515.0,Human,Missing data/not specified/undetermined,,6/18/2008,170.0,1543.0,0.1,A,41.87833333,-123.82944444,USFS,CA,15,6015.0,Del Norte County,248
6485,35583,FS-1476913,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,27.0,15,EY8M,CANYON,,,,,,2009,6/16/2009,167,1330.0,Human,Missing data/not specified/undetermined,,6/16/2009,167.0,1410.0,1.0,B,33.67,-117.53416667,USFS,CA,59,6059.0,Orange County,169
6675,36283,FS-1477755,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,31.0,18,EY8M,BELOW,,,,,,2009,6/16/2009,167,1330.0,Human,Missing data/not specified/undetermined,,6/16/2009,167.0,1410.0,1.0,B,33.67,-117.53416667,USFS,CA,59,6059.0,Orange County,169
6882,37261,FS-1478961,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,33.0,15,E24L,TURI 2,,,,,,2009,7/26/2009,207,1200.0,Human,Recreation and ceremony,,7/26/2009,207.0,1220.0,0.1,A,38.86833333,-120.35083333,USFS,CA,17,6017.0,El Dorado County,9
6883,37269,FS-1478969,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,34.0,16,E24N,TURI 3,,,,,,2009,7/26/2009,207,1200.0,Human,Recreation and ceremony,,7/26/2009,207.0,1220.0,0.1,A,38.86833333,-120.35083333,USFS,CA,17,6017.0,El Dorado County,9
7135,38098,FS-1479941,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,35.0,17,E24Q,TURI 4,,,,,,2009,7/26/2009,207,1200.0,Human,Recreation and ceremony,,7/26/2009,207.0,1220.0,0.1,A,38.86833333,-120.35083333,USFS,CA,17,6017.0,El Dorado County,9
7136,38101,FS-1479944,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,36.0,18,E24T,TURI,,,,,,2009,7/26/2009,207,1200.0,Human,Recreation and ceremony,,7/26/2009,207.0,1220.0,0.1,A,38.86833333,-120.35083333,USFS,CA,17,6017.0,El Dorado County,9
7137,38103,FS-1479946,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,37.0,19,E24U,TURI 6,,,,,,2009,7/26/2009,207,1200.0,Human,Recreation and ceremony,,7/26/2009,207.0,1220.0,0.1,A,38.86833333,-120.35083333,USFS,CA,17,6017.0,El Dorado County,9
7141,38110,FS-1479953,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,38.0,20,E24Y,TURI 7,,,,,,2009,7/26/2009,207,1200.0,Human,Recreation and ceremony,,7/26/2009,207.0,1220.0,0.1,A,38.86833333,-120.35083333,USFS,CA,17,6017.0,El Dorado County,9
7181,38323,FS-1480212,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,107.0,10078,E20B,RAM,,,,,,2009,7/25/2009,206,1317.0,Human,Equipment and vehicle use,,7/25/2009,206.0,1330.0,0.1,A,34.2425,-117.42638889,USFS,CA,71,6071.0,San Bernardino County,133
7182,38325,FS-1480214,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,108.0,10083,E2Z9,DAISY,,,,,,2009,7/25/2009,206,1347.0,Human,Equipment and vehicle use,,7/25/2009,206.0,1415.0,0.1,A,34.2425,-117.42638889,USFS,CA,71,6071.0,San Bernardino County,133
7322,39054,FS-1481051,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,78.0,34,E0Y9,TORCH,,,,,,2009,7/4/2009,185,1705.0,Human,Recreation and ceremony,,7/4/2009,185.0,1720.0,0.1,A,33.61638889,-116.66166667,USFS,CA,65,6065.0,Riverside County,532
7332,39128,FS-1481146,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,74.0,30,EK13,TIKI,,,,,,2009,7/4/2009,185,1115.0,Human,Recreation and ceremony,,7/4/2009,185.0,1210.0,0.1,A,33.61638889,-116.66166667,USFS,CA,65,6065.0,Riverside County,532
7946,138499,FS-364500,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,18.0,,,OAK 3,,,,,,2001,7/9/2001,190,2015.0,Natural,Natural,,7/9/2001,190.0,2248.0,0.1,A,41.42055556,-120.93805556,USFS,CA,,,,165
7947,138500,FS-364501,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,19.0,,,OAK 4,,,,,,2001,7/9/2001,190,2016.0,Natural,Natural,,7/9/2001,190.0,2130.0,0.1,A,41.42055556,-120.93805556,USFS,CA,,,,165
8018,138717,FS-364722,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,60.0,,7500,BY-DAY II,,,,,,2001,7/4/2001,185,1810.0,Natural,Natural,,7/5/2001,186.0,800.0,0.2,A,38.28,-119.33611111,USFS,CA,,,,257
8039,138755,FS-364760,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,13.0,,7500,BY-DAY,,,,,,2001,7/4/2001,185,1820.0,Natural,Natural,,7/5/2001,186.0,800.0,0.2,A,38.28,-119.33611111,USFS,CA,,,,257
8059,138804,FS-364810,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,28.0,,,BOS,,,,,,2001,7/10/2001,191,825.0,Natural,Natural,,7/10/2001,191.0,1130.0,0.1,A,41.57944444,-120.93805556,USFS,CA,,,,167
8060,138805,FS-364811,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,29.0,,,WIDOW,,,,,,2001,7/10/2001,191,825.0,Natural,Natural,,7/10/2001,191.0,1006.0,0.1,A,41.57944444,-120.93805556,USFS,CA,,,,167
8063,138808,FS-364814,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,32.0,,,TANK,,,,,,2001,7/10/2001,191,845.0,Natural,Natural,,7/10/2001,191.0,1030.0,0.1,A,41.60861111,-120.97666667,USFS,CA,,,,498
8064,138809,FS-364815,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,33.0,,,HIDDEN,,,,,,2001,7/10/2001,191,845.0,Natural,Natural,,7/10/2001,191.0,1030.0,0.1,A,41.60861111,-120.97666667,USFS,CA,,,,498
8124,139154,FS-365166,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,66.0,,,BSFMU4,,,,,,2001,7/12/2001,193,1215.0,Natural,Natural,,7/12/2001,193.0,1800.0,0.2,A,41.82944444,-120.59666667,USFS,CA,,,,519
8125,139155,FS-365167,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,67.0,,,BSFMU5,,,,,,2001,7/12/2001,193,700.0,Natural,Natural,,7/12/2001,193.0,1900.0,0.2,A,41.82944444,-120.59666667,USFS,CA,,,,519
8148,139181,FS-365195,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,96.0,,,BUCK,,,,,,2001,7/19/2001,200,1800.0,Natural,Natural,,7/19/2001,200.0,2216.0,0.1,A,41.29027778,-120.31194444,STATE OR PRIVATE,CA,,,,347
8154,139187,FS-365201,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,102.0,,,SOUP2,,,,,,2001,7/19/2001,200,1931.0,Natural,Natural,,7/19/2001,200.0,2000.0,0.1,A,41.29027778,-120.31194444,USFS,CA,,,,347
8466,141381,FS-367583,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,27.0,,7100,KIMTU #2,,,,,,2001,6/24/2001,175,1205.0,Human,Recreation and ceremony,,6/24/2001,175.0,1220.0,0.1,A,40.94805556,-123.61277778,USFS,CA,,,,30
8467,141382,FS-367584,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,30.0,,7100,KIMTU #3,,,,,,2001,6/24/2001,175,1730.0,Human,Recreation and ceremony,,6/24/2001,175.0,1740.0,0.1,A,40.94805556,-123.61277778,USFS,CA,,,,30
8468,141383,FS-367585,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,31.0,,7100,KIMTU #4,,,,,,2001,6/24/2001,175,1730.0,Human,Recreation and ceremony,,6/24/2001,175.0,1736.0,0.1,A,40.95,-123.61722222,USFS,CA,,,,393
8469,141384,FS-367586,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,32.0,,7100,KIMTU #5,,,,,,2001,6/24/2001,175,1720.0,Human,Recreation and ceremony,,6/24/2001,175.0,1744.0,0.1,A,40.94805556,-123.61277778,USFS,CA,,,,30
8470,141385,FS-367587,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,33.0,,7100,KIMTU #6,,,,,,2001,6/24/2001,175,1730.0,Human,Recreation and ceremony,,6/24/2001,175.0,1750.0,0.1,A,40.95,-123.61722222,USFS,CA,,,,393
8471,141386,FS-367588,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,34.0,,7100,KIMTU #7,,,,,,2001,6/24/2001,175,1729.0,Human,Recreation and ceremony,,6/24/2001,175.0,1735.0,0.1,A,40.94805556,-123.61277778,USFS,CA,,,,30
8571,141559,FS-367767,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,93.0,,6397,WYNTOON,,,,,,2001,8/13/2001,225,1922.0,Human,Arson/incendiarism,,8/13/2001,225.0,2230.0,0.1,A,41.3,-122.05,STATE OR PRIVATE,CA,,,,200
8573,141561,FS-367769,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,95.0,,6399,GRAVEL,,,,,,2001,8/13/2001,225,1922.0,Human,Arson/incendiarism,,8/13/2001,225.0,2130.0,0.1,A,41.3,-122.05,STATE OR PRIVATE,CA,,,,200
8663,141837,FS-368062,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,47.0,,,LAKEVIEW,,,,,,2001,6/22/2001,173,802.0,Human,Equipment and vehicle use,,6/22/2001,173.0,830.0,0.1,A,34.25805556,-117.18,STATE OR PRIVATE,CA,,,,283
8664,141838,FS-368063,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,48.0,,,STRAWBERRY #2,,,,,,2001,6/22/2001,173,1546.0,Human,Missing data/not specified/undetermined,,6/22/2001,173.0,1558.0,0.1,A,34.25805556,-117.18,USFS,CA,,,,283
8744,141918,FS-368159,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,154.0,,,GEORGIA #1,,,,,,2001,10/1/2001,274,1200.0,Human,Missing data/not specified/undetermined,,10/1/2001,274.0,1330.0,0.1,A,34.22888889,-116.9,USFS,CA,,,,187
8745,141919,FS-368160,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,155.0,,,GEORGIA #2,,,,,,2001,10/1/2001,274,1200.0,Natural,Natural,,10/1/2001,274.0,1330.0,0.1,A,34.22888889,-116.9,USFS,CA,,,,187
9138,143048,FS-369427,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,105.0,,7154,DREDGE 2,,,,,,2001,9/26/2001,269,1200.0,Human,Debris and open burning,,9/26/2001,269.0,1250.0,0.1,A,41.28583333,-123.53444444,STATE OR PRIVATE,CA,,,,328
9139,143049,FS-369428,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,106.0,,7155,DREDGE 1,,,,,,2001,9/26/2001,269,1200.0,Human,Debris and open burning,,9/26/2001,269.0,1250.0,0.1,A,41.28583333,-123.53444444,STATE OR PRIVATE,CA,,,,328
9261,143485,FS-369893,FED,FS-FIRESTAT,FS,USCATMU,Lake Tahoe Basin Management Unit,0519,Lake Tahoe Basin Management Unit,17.0,,8576,ANGORA,,,,,,2001,6/16/2001,167,1405.0,Human,Fireworks,Minor,6/16/2001,167.0,1435.0,0.3,B,38.86916667,-120.01777778,OTHER FEDERAL,CA,17,6017.0,El Dorado County,131
9292,143516,FS-369927,FED,FS-FIRESTAT,FS,USCATMU,Lake Tahoe Basin Management Unit,0519,Lake Tahoe Basin Management Unit,50.0,,8604,LYNWOOD,,,,,,2001,8/18/2001,230,1705.0,Human,Recreation and ceremony,,8/18/2001,230.0,1730.0,0.1,A,39.21694444,-120.08472222,USFS,CA,61,6061.0,Placer County,367
9365,144072,FS-370545,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,66.0,,7500,GRIZZLY,,,,,,2001,9/25/2001,268,915.0,Natural,Natural,,9/25/2001,268.0,1700.0,0.1,A,38.15027778,-120.00027778,USFS,CA,,,,433
9366,144073,FS-370546,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,67.0,,7500,NINETY NINE,,,,,,2001,9/25/2001,268,915.0,Natural,Natural,,9/25/2001,268.0,1700.0,0.1,A,38.15027778,-120.00027778,USFS,CA,,,,433
9370,144078,FS-370561,FED,FS-FIRESTAT,FS,USCATMU,Lake Tahoe Basin Management Unit,0519,Lake Tahoe Basin Management Unit,20.0,,8579,GONDOLA,,,,,,2001,6/16/2001,167,1405.0,Human,Fireworks,Minor,6/16/2001,167.0,1435.0,0.3,B,38.86916667,-120.01777778,USFS,CA,17,6017.0,El Dorado County,131
9395,144331,FS-370837,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,9.0,,3092,DAY,,,,,,2001,5/21/2001,141,1540.0,Human,Recreation and ceremony,,5/21/2001,141.0,1610.0,0.1,A,36.23916667,-121.46861111,USFS,CA,,,,238
9423,144374,FS-370893,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,10.0,,3093,USE,,,,,,2001,5/21/2001,141,1602.0,Human,Recreation and ceremony,,5/21/2001,141.0,1610.0,0.1,A,36.23916667,-121.46861111,USFS,CA,,,,238
9891,149394,FS-376332,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,70.0,,4300,REST,,,,,,2002,7/21/2002,202,2040.0,Natural,Natural,,7/21/2002,202.0,2215.0,0.1,A,39.81861111,-120.41777778,STATE OR PRIVATE,CA,,,,583
9897,149400,FS-376338,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,80.0,,4300,HUMBUG,,,,,,2002,7/21/2002,202,2040.0,Natural,Natural,,7/21/2002,202.0,2215.0,0.1,A,39.81861111,-120.41777778,STATE OR PRIVATE,CA,,,,583
9933,149828,FS-376785,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,32.0,,7200,CAMP1,,,,,,2002,7/23/2002,204,1416.0,Natural,Natural,,7/23/2002,204.0,2000.0,2.0,B,41.3925,-123.65222222,USFS,CA,,,,588
